year,solver,instances,track,cpu-time,memory,status,score
2019,aspartix19,Small-result-b15.tgf,SE-CO,0.372,2912256,COMPLETED,1
2019,aspartix19,Small-result-b16.tgf,SE-CO,0.357,2912256,COMPLETED,1
2019,aspartix19,Small-result-b17.tgf,SE-CO,0.387,2912256,COMPLETED,1
2019,aspartix19,Small-result-b18.tgf,SE-CO,0.377,2912256,COMPLETED,1
2019,aspartix19,Small-result-b19.tgf,SE-CO,0.363,2912256,COMPLETED,1
2019,aspartix19,Small-result-b2.tgf,SE-CO,0.363,2912256,COMPLETED,1
2019,aspartix19,Small-result-b20.tgf,SE-CO,0.364,2908160,COMPLETED,1
2019,aspartix19,Small-result-b21.tgf,SE-CO,0.378,2912256,COMPLETED,1
2019,aspartix19,Small-result-b22.tgf,SE-CO,0.363,2899968,COMPLETED,1
2019,aspartix19,Small-result-b23.tgf,SE-CO,0.387,2912256,COMPLETED,1
2019,aspartix19,Small-result-b24.tgf,SE-CO,0.38,2912256,COMPLETED,1
2019,aspartix19,Small-result-b25.tgf,SE-CO,0.384,2912256,COMPLETED,1
2019,aspartix19,Small-result-b26.tgf,SE-CO,0.433,2912256,COMPLETED,1
2019,aspartix19,Small-result-b27.tgf,SE-CO,0.426,2908160,COMPLETED,1
2019,aspartix19,Small-result-b28.tgf,SE-CO,0.622,2908160,COMPLETED,1
2019,aspartix19,Small-result-b29.tgf,SE-CO,0.366,2908160,COMPLETED,1
2019,aspartix19,Small-result-b3.tgf,SE-CO,0.373,2908160,COMPLETED,1
2019,aspartix19,Small-result-b30.tgf,SE-CO,0.37,2912256,COMPLETED,1
2019,aspartix19,Small-result-b31.tgf,SE-CO,0.364,2912256,COMPLETED,1
2019,aspartix19,Small-result-b33.tgf,SE-CO,0.371,2916352,COMPLETED,1
2019,aspartix19,Small-result-b34.tgf,SE-CO,0.371,2908160,COMPLETED,1
2019,aspartix19,Small-result-b35.tgf,SE-CO,0.363,2912256,COMPLETED,1
2019,aspartix19,Small-result-b36.tgf,SE-CO,0.386,2908160,COMPLETED,1
2019,aspartix19,Small-result-b37.tgf,SE-CO,0.388,2912256,COMPLETED,1
2019,aspartix19,Small-result-b38.tgf,SE-CO,0.368,2908160,COMPLETED,1
2019,aspartix19,Small-result-b39.tgf,SE-CO,0.367,2912256,COMPLETED,1
2019,aspartix19,Small-result-b4.tgf,SE-CO,0.373,2912256,COMPLETED,1
2019,aspartix19,Small-result-b40.tgf,SE-CO,0.368,2908160,COMPLETED,1
2019,aspartix19,Small-result-b41.tgf,SE-CO,0.365,2912256,COMPLETED,1
2019,aspartix19,Small-result-b42.tgf,SE-CO,0.37,2908160,COMPLETED,1
2019,aspartix19,Small-result-b43.tgf,SE-CO,0.374,2912256,COMPLETED,1
2019,aspartix19,Small-result-b44.tgf,SE-CO,0.361,2899968,COMPLETED,1
2019,aspartix19,Small-result-b45.tgf,SE-CO,0.37,2899968,COMPLETED,1
2019,aspartix19,Small-result-b46.tgf,SE-CO,0.39,2908160,COMPLETED,1
2019,aspartix19,Small-result-b47.tgf,SE-CO,0.366,2912256,COMPLETED,1
2019,aspartix19,Small-result-b48.tgf,SE-CO,0.366,2908160,COMPLETED,1
2019,aspartix19,Small-result-b49.tgf,SE-CO,0.39,2912256,COMPLETED,1
2019,aspartix19,Small-result-b5.tgf,SE-CO,0.371,2912256,COMPLETED,1
2019,aspartix19,Small-result-b50.tgf,SE-CO,0.374,2908160,COMPLETED,1
2019,aspartix19,Small-result-b51.tgf,SE-CO,0.36,2904064,COMPLETED,1
2019,aspartix19,Small-result-b52.tgf,SE-CO,0.372,2912256,COMPLETED,1
2019,aspartix19,Small-result-b53.tgf,SE-CO,0.391,2912256,COMPLETED,1
2019,aspartix19,Small-result-b54.tgf,SE-CO,0.373,2912256,COMPLETED,1
2019,aspartix19,Small-result-b55.tgf,SE-CO,0.38,2912256,COMPLETED,1
2019,aspartix19,Small-result-b56.tgf,SE-CO,0.383,2912256,COMPLETED,1
2019,aspartix19,Small-result-b57.tgf,SE-CO,0.371,2912256,COMPLETED,1
2019,aspartix19,Small-result-b58.tgf,SE-CO,0.385,2912256,COMPLETED,1
2019,aspartix19,Small-result-b59.tgf,SE-CO,0.375,2904064,COMPLETED,1
2019,aspartix19,Small-result-b6.tgf,SE-CO,0.378,2908160,COMPLETED,1
2019,aspartix19,Small-result-b60.tgf,SE-CO,0.365,2916352,COMPLETED,1
2019,aspartix19,Small-result-b61.tgf,SE-CO,0.368,2908160,COMPLETED,1
2019,aspartix19,Small-result-b62.tgf,SE-CO,0.366,2912256,COMPLETED,1
2019,aspartix19,Small-result-b63.tgf,SE-CO,0.377,2912256,COMPLETED,1
2019,aspartix19,Small-result-b64.tgf,SE-CO,0.377,2899968,COMPLETED,1
2019,aspartix19,Small-result-b65.tgf,SE-CO,0.38,2912256,COMPLETED,1
2019,aspartix19,Small-result-b66.tgf,SE-CO,0.368,2912256,COMPLETED,1
2019,aspartix19,Small-result-b67.tgf,SE-CO,0.38,2912256,COMPLETED,1
2019,aspartix19,Small-result-b68.tgf,SE-CO,0.369,2908160,COMPLETED,1
2019,aspartix19,Small-result-b69.tgf,SE-CO,0.371,2912256,COMPLETED,1
2019,aspartix19,Small-result-b70.tgf,SE-CO,0.373,3076096,COMPLETED,1
2019,aspartix19,Small-result-b71.tgf,SE-CO,0.377,2899968,COMPLETED,1
2019,aspartix19,Small-result-b72.tgf,SE-CO,0.367,2908160,COMPLETED,1
2019,aspartix19,Small-result-b73.tgf,SE-CO,0.369,2908160,COMPLETED,1
2019,aspartix19,Small-result-b74.tgf,SE-CO,0.365,2904064,COMPLETED,1
2019,aspartix19,Small-result-b75.tgf,SE-CO,0.378,2912256,COMPLETED,1
2019,aspartix19,Small-result-b76.tgf,SE-CO,0.367,2908160,COMPLETED,1
2019,aspartix19,Small-result-b77.tgf,SE-CO,0.368,2904064,COMPLETED,1
2019,aspartix19,Small-result-b78.tgf,SE-CO,0.369,2908160,COMPLETED,1
2019,aspartix19,Small-result-b79.tgf,SE-CO,0.364,2908160,COMPLETED,1
2019,aspartix19,Small-result-b8.tgf,SE-CO,0.373,2912256,COMPLETED,1
2019,aspartix19,Small-result-b80.tgf,SE-CO,0.375,2912256,COMPLETED,1
2019,aspartix19,Small-result-b81.tgf,SE-CO,0.369,2912256,COMPLETED,1
2019,aspartix19,Small-result-b82.tgf,SE-CO,0.376,2912256,COMPLETED,1
2019,aspartix19,Small-result-b83.tgf,SE-CO,0.375,2908160,COMPLETED,1
2019,aspartix19,Small-result-b84.tgf,SE-CO,0.368,2908160,COMPLETED,1
2019,aspartix19,Small-result-b85.tgf,SE-CO,0.373,2908160,COMPLETED,1
2019,aspartix19,Small-result-b86.tgf,SE-CO,0.363,2912256,COMPLETED,1
2019,aspartix19,Small-result-b87.tgf,SE-CO,0.368,2904064,COMPLETED,1
2019,aspartix19,Small-result-b88.tgf,SE-CO,0.383,2912256,COMPLETED,1
2019,aspartix19,Small-result-b89.tgf,SE-CO,0.383,2912256,COMPLETED,1
2019,aspartix19,Small-result-b9.tgf,SE-CO,0.366,2912256,COMPLETED,1
2019,aspartix19,Small-result-b90.tgf,SE-CO,0.363,2908160,COMPLETED,1
2019,aspartix19,Small-result-b91.tgf,SE-CO,0.383,2912256,COMPLETED,1
2019,aspartix19,Small-result-b92.tgf,SE-CO,0.385,2912256,COMPLETED,1
2019,aspartix19,Small-result-b93.tgf,SE-CO,0.399,2912256,COMPLETED,1
2019,aspartix19,Small-result-b94.tgf,SE-CO,0.369,3076096,COMPLETED,1
2019,aspartix19,Small-result-b95.tgf,SE-CO,0.381,2912256,COMPLETED,1
2019,aspartix19,Small-result-b96.tgf,SE-CO,0.38,2904064,COMPLETED,1
2019,aspartix19,Small-result-b97.tgf,SE-CO,0.384,2908160,COMPLETED,1
2019,aspartix19,Small-result-b98.tgf,SE-CO,0.384,2899968,COMPLETED,1
2019,aspartix19,Small-result-b99.tgf,SE-CO,0.381,2912256,COMPLETED,1
2019,aspartix19,T-1-admbuster_1000.tgf,SE-CO,0.396,2912256,COMPLETED,1
2019,aspartix19,T-1-admbuster_2000.tgf,SE-CO,0.416,2912256,COMPLETED,1
2019,aspartix19,T-1-admbuster_4000.tgf,SE-CO,0.463,2908160,COMPLETED,1
2019,aspartix19,T-1-admbuster_6000.tgf,SE-CO,0.505,2912256,COMPLETED,1
2019,aspartix19,T-1-afinput_exp_acyclic_indvary1_step3_batch_yyy03.tgf,SE-CO,0.397,2912256,COMPLETED,1
2019,aspartix19,T-1-afinput_exp_acyclic_indvary1_step3_batch_yyy10.tgf,SE-CO,0.383,2904064,COMPLETED,1
2019,aspartix19,T-1-afinput_exp_acyclic_indvary1_step5_batch_yyy10.tgf,SE-CO,0.363,2899968,COMPLETED,1
2019,aspartix19,T-1-BA_100_10_3.tgf,SE-CO,0.368,2904064,COMPLETED,1
2019,aspartix19,T-1-BA_100_10_5.tgf,SE-CO,0.368,2908160,COMPLETED,1
